Min Plate Aspect Ratio	Max Plate Aspect Ratio	Min Char Aspect Ratio	Max Char Aspect Ratio	Time running	Best Time	Worst Time	Total pictures	Total tracks	Correct Images	Correct tracks
5	9	0	0.5	146.662895	0.076789141	0.134636402	1080	36	0	0
5	9.5	0	0.5	146.805691	0.075764894	0.147576809	1080	36	0	0
4.5	7	0	0.5	146.8502269	0.074830055	0.133616209	1080	36	0	0
4.5	7.5	0	0.5	146.882684	0.075329065	0.135610104	1080	36	0	0
5	10	0	0.5	146.8904524	0.075769424	0.148577929	1080	36	0	0
3.5	5	0	0.5	147.0204608	0.074773073	0.137632132	1080	36	0	0
2.5	4.5	0	0.5	147.0654423	0.074793339	0.138658762	1080	36	0	0
4.5	8	0	0.5	147.0679684	0.074799776	0.134202719	1080	36	0	0
4.5	8.5	0	0.5	147.4163702	0.074799776	0.135231972	1080	36	0	0
4	5.5	0	0.5	147.4589207	0.07480526	0.130651236	1080	36	0	0
2	4.5	0	0.5	147.4774463	0.075202703	0.137653589	1080	36	0	0
4.5	9.5	0	0.5	147.6078708	0.075797558	0.148597479	1080	36	0	0
3	5	0	0.5	147.6204281	0.075796366	0.138634205	1080	36	0	0
4.5	9	0	0.5	147.636395	0.074803114	0.133671761	1080	36	0	0
3.5	5.5	0	0.5	147.8629422	0.075819731	0.137660027	1080	36	0	0
4.5	10	0	0.5	148.0783403	0.075272799	0.147644997	1080	36	0	0
4	7	0	0.5	148.2816603	0.075819969	0.135637045	1080	36	0	0
2.5	5	0	0.5	148.3005011	0.07579565	0.138627529	1080	36	0	0
3	5.5	0	0.5	148.3067839	0.075034618	0.138634205	1080	36	0	0
3.5	6	0	0.5	148.3286176	0.074795008	0.14063549	1080	36	0	0
4	6.5	0	0.5	148.3384326	0.075858593	0.136125803	1080	36	0	0
4	7.5	0	0.5	148.4854505	0.076799154	0.134644747	1080	36	0	0
4	8	0	0.5	148.587955	0.075763702	0.134640217	1080	36	0	0
4	8.5	0	0.5	148.6727328	0.074797869	0.136140585	1080	36	0	0
2	5	0	0.5	148.6980639	0.074804068	0.138128757	1080	36	0	0
3	6	0	0.5	148.7742274	0.074789047	0.140194416	1080	36	0	0
3.5	7	0	0.5	148.9171286	0.075304031	0.142620087	1080	36	0	0
4	9.5	0	0.5	148.9876852	0.076767683	0.148602247	1080	36	0	0
3.5	6.5	0	0.5	149.0524349	0.075818062	0.14162612	1080	36	0	0
4	9	0	0.5	149.063067	0.075770617	0.135202408	1080	36	0	0
3	7	0	0.5	149.1136982	0.075796843	0.142623425	1080	36	0	0
3.5	7.5	0	0.5	149.1843195	0.074804068	0.142624378	1080	36	0	0
4	10	0	0.5	149.1915736	0.075820923	0.148578882	1080	36	0	0
2.5	5.5	0	0.5	149.229985	0.075807571	0.145121098	1080	36	0	0
2.5	6	0	0.5	149.4437299	0.075534105	0.140676975	1080	36	0	0
3.5	8	0	0.5	149.4718859	0.074790955	0.143615484	1080	36	0	0
3	8	0	0.5	149.4902024	0.074826479	0.142618895	1080	36	0	0
3	6.5	0	0.5	149.5349302	0.075769663	0.142618418	1080	36	0	0
3	7.5	0	0.5	149.5729208	0.075769663	0.143588781	1080	36	0	0
3.5	8.5	0	0.5	149.5916765	0.075798035	0.143589735	1080	36	0	0
2	5.5	0	0.5	149.6109028	0.074800014	0.139632225	1080	36	0	0
3.5	9	0	0.5	149.7439086	0.076352119	0.144121647	1080	36	0	0
3	8.5	0	0.5	149.8383884	0.07577157	0.143647194	1080	36	0	0
3.5	10	0	0.5	149.9102914	0.074791193	0.156555891	1080	36	0	0
2.5	7	0	0.5	149.918328	0.074826956	0.145587921	1080	36	0	0
3	9	0	0.5	149.9335854	0.075768471	0.142713308	1080	36	0	0
3.5	9.5	0	0.5	149.9552836	0.075264931	0.15699625	1080	36	0	0
2.5	6.5	0	0.5	150.0258594	0.075794935	0.142609835	1080	36	0	0
2.5	7.5	0	0.5	150.0935831	0.075770378	0.143127441	1080	36	0	0
3	9.5	0	0.5	150.1396689	0.076152086	0.156558275	1080	36	0	0
3	10	0	0.5	150.2130504	0.074799776	0.156608105	1080	36	0	0
2	6	0	0.5	150.2776895	0.074772358	0.139625549	1080	36	0	0
2.5	8	0	0.5	150.335063	0.07608223	0.143620253	1080	36	0	0
2.5	8.5	0	0.5	150.4038205	0.075796843	0.144114017	1080	36	0	0
2	6.5	0	0.5	150.4865301	0.074791908	0.144635916	1080	36	0	0
2.5	10	0	0.5	150.7068298	0.075795889	0.156556368	1080	36	0	0
2	7.5	0	0.5	151.068017	0.07579565	0.143643379	1080	36	0	0
2	9	0	0.5	151.0948312	0.075172186	0.143438101	1080	36	0	0
2.5	9	0	0.5	151.2157459	0.075830698	0.144581079	1080	36	0	0
2	9.5	0	0.5	151.287385	0.07577467	0.156579971	1080	36	0	0
2	8	0	0.5	151.3091817	0.07577157	0.152157068	1080	36	0	0
4	6	0	0.5	151.3304617	0.075792789	0.132647514	1080	36	0	0
2	8.5	0	0.5	151.6320496	0.075796127	0.141387701	1080	36	0	0
2	10	0	0.5	151.7228153	0.07580018	0.154552221	1080	36	0	0
2	7	0	0.5	151.8046892	0.07779026	0.144639969	1080	36	0	0
2.5	9.5	0	0.5	154.0603352	0.075795412	0.156089067	1080	36	0	0
8.5	9	0	0.6	166.2683442	0.075824738	0.149600506	1080	36	0	0
7.5	8	0	0.6	166.2831295	0.075798035	0.149623632	1080	36	0	0
6.5	7	0	0.6	166.3565466	0.075807095	0.148628473	1080	36	0	0
7.5	8.5	0	0.6	166.36622	0.076795101	0.151615381	1080	36	0	0
9	9.5	0	0.6	166.3766468	0.075835466	0.163584948	1080	36	0	0
6	6.5	0	0.6	166.3820505	0.076794624	0.153616428	1080	36	0	0
8	8.5	0	0.6	166.3949339	0.076324463	0.150596857	1080	36	0	0
9.5	10	0	0.6	166.4845457	0.076694489	0.148625374	1080	36	0	0
2	2.5	0	0.6	166.488641	0.077818394	0.148602009	1080	36	0	0
7	7.5	0	0.6	166.5104566	0.076818705	0.150598526	1080	36	0	0
8	9	0	0.6	166.5420179	0.075802326	0.150627375	1080	36	0	0
6.5	7.5	0	0.6	166.5646074	0.076793671	0.149558783	1080	36	0	0
7	8	0	0.6	166.5851769	0.076770544	0.149160147	1080	36	0	0
9	10	0	0.6	166.6539183	0.075796366	0.16453743	1080	36	0	0
6	7	0	0.6	166.6735332	0.075364828	0.152154922	1080	36	0	0
8.5	9.5	0	0.6	166.7621922	0.075823307	0.166605711	1080	36	0	0
8	9.5	0	0.6	166.7646987	0.075774431	0.165586233	1080	36	0	0
7.5	9	0	0.6	166.7720613	0.076796293	0.151601076	1080	36	0	0
2.5	3	0	0.6	166.8187509	0.076791763	0.153600693	1080	36	0	0
6.5	8	0	0.6	166.8538408	0.07580328	0.14862752	1080	36	0	0
7	8.5	0	0.6	166.8753681	0.075823307	0.150341511	1080	36	0	0
8	10	0	0.6	166.9719446	0.076796293	0.164551497	1080	36	0	0
8.5	10	0	0.6	166.981807	0.075797319	0.164587259	1080	36	0	0
7.5	9.5	0	0.6	166.9953566	0.075797081	0.16457963	1080	36	0	0
3.5	4	0	0.6	166.9971006	0.079368114	0.159891605	1080	36	0	0
4	4.5	0	0.6	167.0729291	0.07582283	0.155561209	1080	36	0	0
6	7.5	0	0.6	167.1244075	0.075094938	0.153589249	1080	36	0	0
6.5	8.5	0	0.6	167.1391366	0.076822519	0.148629904	1080	36	0	0
3	3.5	0	0.6	167.2106628	0.075819731	0.150596857	1080	36	0	0
7.5	10	0	0.6	167.2165248	0.075796843	0.164589405	1080	36	0	0
2	3	0	0.6	167.2407379	0.076150656	0.148947716	1080	36	0	0
6	8	0	0.6	167.2792926	0.076794386	0.15358901	1080	36	0	0
7	9	0	0.6	167.4165359	0.075770378	0.149623871	1080	36	0	0
6.5	9	0	0.6	167.4237297	0.076352596	0.149632454	1080	36	0	0
2.5	3.5	0	0.6	167.4528859	0.076801538	0.152568817	1080	36	0	0
6	8.5	0	0.6	167.6227314	0.076795578	0.153620005	1080	36	0	0
7	10	0	0.6	167.6642692	0.076772928	0.166548014	1080	36	0	0
3	4	0	0.6	167.6685596	0.075798988	0.159044027	1080	36	0	0
7	9.5	0	0.6	167.7852724	0.075798512	0.164564848	1080	36	0	0
2	3.5	0	0.6	167.8450768	0.075829029	0.148598909	1080	36	0	0
6.5	9.5	0	0.6	167.8856883	0.078817844	0.166586876	1080	36	0	0
6	9	0	0.6	167.9792664	0.075797081	0.154612541	1080	36	0	0
6.5	10	0	0.6	168.1726832	0.075775862	0.167551756	1080	36	0	0
3.5	4.5	0	0.6	168.1797075	0.075798273	0.158928156	1080	36	0	0
6	9.5	0	0.6	168.2532587	0.075823545	0.168523788	1080	36	0	0
6	10	0	0.6	168.4091406	0.075769663	0.169546366	1080	36	0	0
2.5	4	0	0.6	168.6622612	0.077790976	0.163467169	1080	36	0	0
2	4	0	0.6	168.7635143	0.07579875	0.15957284	1080	36	0	0
3	4.5	0	0.6	169.1016839	0.07477808	0.159577608	1080	36	0	0
2.5	4.5	0	0.6	169.6136003	0.076795816	0.159573793	1080	36	0	0
2	4.5	0	0.6	170.0074885	0.076789379	0.158544779	1080	36	0	0
2	2.5	0.2	0.3	184.7742977	0.091973543	0.183508873	1080	36	0	0
2	2.5	0.1	0.2	185.0622447	0.083046198	0.170544147	1080	36	0	0
8	9.5	0.8	0.9	187.7357316	0.120677471	0.170543671	1080	36	0	0
6.5	10	0.8	0.9	187.8653064	0.112698317	0.158575535	1080	36	0	0
6.5	9.5	0.8	0.9	188.2273347	0.120676994	0.151594162	1080	36	0	0
7	10	0.8	0.9	188.4252846	0.116687536	0.170543909	1080	36	0	0
7.5	8.5	0.2	0.3	188.4291399	0.113696098	0.150597334	1080	36	0	0
2.5	8.5	0.8	0.9	188.4956579	0.107219934	0.161567688	1080	36	0	0
6.5	7.5	0.2	0.3	188.6757293	0.110703468	0.15857625	1080	36	0	0
8.5	10	0.2	0.3	188.6781638	0.122671604	0.15857625	1080	36	0	0
9	9.5	0.8	0.9	188.718884	0.114693165	0.147605181	1080	36	0	0
4	6	0.8	0.9	188.791616	0.120677233	0.156580687	1080	36	0	0
8	10	0.8	0.9	188.8094971	0.112698317	0.164559603	1080	36	0	0
8.5	10	0.8	0.9	188.8217494	0.116687298	0.145611525	1080	36	0	0
8	9	0.8	0.9	188.8249209	0.118681908	0.168549299	1080	36	0	0
6.5	9.5	0.2	0.3	188.8267319	0.116687298	0.149599791	1080	36	0	0
8	9.5	0.2	0.3	188.8627045	0.120676994	0.149600506	1080	36	0	0
2.5	9	0.8	0.9	188.9845002	0.116687775	0.142617941	1080	36	0	0
3	6	0.8	0.9	189.010591	0.113695383	0.155584097	1080	36	0	0
7.5	10	0.8	0.9	189.0186388	0.123669147	0.15857625	1080	36	0	0
6.5	8	0.2	0.3	189.0432858	0.119679928	0.164560318	1080	36	0	0
9	9.5	0.2	0.3	189.0860388	0.117685556	0.14262104	1080	36	0	0
7	9.5	0.8	0.9	189.0954573	0.11170125	0.155583858	1080	36	0	0
7	7.5	0.2	0.3	189.1148195	0.119679928	0.143616199	1080	36	0	0
5.5	9	0.8	0.9	189.1252487	0.11170125	0.15857482	1080	36	0	0
6.5	7.5	0.8	0.9	189.1355	0.117684603	0.15757823	1080	36	0	0
6.5	10	0.2	0.3	189.1658418	0.110704422	0.148602724	1080	36	0	0
7	8	0.8	0.9	189.1701787	0.115690708	0.162564993	1080	36	0	0
9.5	10	0.8	0.9	189.1739705	0.115690231	0.137139559	1080	36	0	0
7	8	0.2	0.3	189.1871333	0.114577055	0.152591705	1080	36	0	0
6	8.5	0.2	0.3	189.2085826	0.120677233	0.149599552	1080	36	0	0
7.5	9	0.8	0.9	189.2368205	0.117685318	0.163562536	1080	36	0	0
7	10	0.2	0.3	189.250406	0.114696503	0.145610809	1080	36	0	0
6.5	9	0.8	0.9	189.250473	0.11569047	0.164559841	1080	36	0	0
9	10	0.2	0.3	189.2880487	0.11070323	0.141622066	1080	36	0	0
2.5	7	0.8	0.9	189.3013358	0.120676279	0.156581879	1080	36	0	0
3	6	0.2	0.3	189.3115087	0.117684841	0.162565708	1080	36	0	0
2.5	3.5	0.2	0.3	189.3141716	0.118682146	0.138628721	1080	36	0	0
3.5	4	0.8	0.9	189.3193405	0.112697601	0.160571098	1080	36	0	0
5.5	9	0.2	0.3	189.331291	0.11170125	0.146608114	1080	36	0	0
6	8	0.2	0.3	189.3478293	0.122671604	0.150597572	1080	36	0	0
9	10	0.8	0.9	189.3493214	0.122672081	0.168548822	1080	36	0	0
3.5	10	0.8	0.9	189.3548589	0.115690708	0.147605658	1080	36	0	0
8	8.5	0.8	0.9	189.3564992	0.119679928	0.150597095	1080	36	0	0
8	8.5	0.2	0.3	189.3574667	0.114693165	0.159576178	1080	36	0	0
2.5	4	0.8	0.9	189.3608501	0.115690231	0.146607876	1080	36	0	0
2.5	6	0.8	0.9	189.364229	0.112698555	0.147604942	1080	36	0	0
2	9.5	0.8	0.9	189.4210746	0.114693165	0.170543909	1080	36	0	0
3	4.5	0.8	0.9	189.4250326	0.116687536	0.150597095	1080	36	0	0
5.5	10	0.8	0.9	189.4338222	0.114693165	0.154586792	1080	36	0	0
7.5	9.5	0.8	0.9	189.4404385	0.109707355	0.167551994	1080	36	0	0
2	8.5	0.8	0.9	189.4560211	0.120676756	0.159573078	1080	36	0	0
2.5	4.5	0.8	0.9	189.4657323	0.119992733	0.138629436	1080	36	0	0
4	7	0.8	0.9	189.4691353	0.119679928	0.162565231	1080	36	0	0
8.5	9	0.8	0.9	189.4802763	0.119680405	0.169545889	1080	36	0	0
2	9	0.8	0.9	189.5206957	0.11369586	0.151101589	1080	36	0	0
6	6.5	0.2	0.3	189.5307219	0.117685556	0.146607637	1080	36	0	0
7	7.5	0.8	0.9	189.5337126	0.115691662	0.158575296	1080	36	0	0
7.5	8.5	0.8	0.9	189.5341179	0.118190765	0.157578468	1080	36	0	0
7	8.5	0.8	0.9	189.5409155	0.11469388	0.171541214	1080	36	0	0
8.5	9	0.2	0.3	189.5547054	0.121673584	0.155739069	1080	36	0	0
2.5	6.5	0.8	0.9	189.5758874	0.118682384	0.159573555	1080	36	0	0
5.5	8.5	0.2	0.3	189.5859857	0.116688251	0.157038212	1080	36	0	0
5.5	9.5	0.8	0.9	189.5943217	0.125664473	0.149600029	1080	36	0	0
6.5	8	0.8	0.9	189.6496644	0.114692926	0.144613504	1080	36	0	0
6	6.5	0.8	0.9	189.6548777	0.117685318	0.157578468	1080	36	0	0
3.5	8.5	0.8	0.9	189.6587563	0.119680643	0.169547081	1080	36	0	0
6.5	7	0.2	0.3	189.6605175	0.117686033	0.146608591	1080	36	0	0
3	4.5	0.2	0.3	189.7041328	0.114719152	0.149599552	1080	36	0	0
2.5	3.5	0.8	0.9	189.7390125	0.124666452	0.148602486	1080	36	0	0
7	9	0.8	0.9	189.7468004	0.118682146	0.163563013	1080	36	0	0
2	9.5	0.2	0.3	189.7837865	0.120676517	0.16057086	1080	36	0	0
3	5	0.8	0.9	189.7940547	0.114693642	0.155584335	1080	36	0	0
7.5	9	0.2	0.3	189.7958643	0.115690231	0.164559841	1080	36	0	0
4	5	0.8	0.9	189.8015988	0.117684364	0.157578945	1080	36	0	0
7.5	10	0.2	0.3	189.8369677	0.122671843	0.15358901	1080	36	0	0
4	6.5	0.8	0.9	189.8495083	0.117684841	0.154586554	1080	36	0	0
3.5	7.5	0.8	0.9	189.8642616	0.114693403	0.181514025	1080	36	0	0
8	10	0.2	0.3	189.8766947	0.113696337	0.140624285	1080	36	0	0
6	7.5	0.2	0.3	189.8898528	0.112698078	0.153588772	1080	36	0	0
2.5	8	0.8	0.9	189.928303	0.11569047	0.152591944	1080	36	0	0
5.5	8	0.2	0.3	189.9472144	0.116687775	0.151594639	1080	36	0	0
3	9.5	0.8	0.9	189.9550436	0.113965988	0.161567926	1080	36	0	0
2.5	7.5	0.2	0.3	189.9592707	0.118682861	0.15857625	1080	36	0	0
3	3.5	0.2	0.3	189.9751666	0.118682384	0.149599791	1080	36	0	0
3.5	7	0.8	0.9	190.0207167	0.119678974	0.159573555	1080	36	0	0
5.5	9.5	0.2	0.3	190.0326567	0.113204002	0.162565708	1080	36	0	0
6	8	0.8	0.9	190.0519516	0.124666452	0.161567926	1080	36	0	0
5	7.5	0.8	0.9	190.0587716	0.115690231	0.153589487	1080	36	0	0
2.5	10	0.8	0.9	190.0623114	0.114692211	0.169546604	1080	36	0	0
2	8.5	0.2	0.3	190.0793211	0.119679451	0.160570383	1080	36	0	0
3.5	4	0.2	0.3	190.0813081	0.123669386	0.149781227	1080	36	0	0
2	9	0.2	0.3	190.0839367	0.11768508	0.1515944	1080	36	0	0
3.5	9.5	0.8	0.9	190.0892632	0.114692688	0.141621351	1080	36	0	0
9.5	10	0.2	0.3	190.1082957	0.117685318	0.140624285	1080	36	0	0
2	8	0.8	0.9	190.1159725	0.118682384	0.168548822	1080	36	0	0
2.5	9	0.2	0.3	190.1164062	0.116196156	0.167552233	1080	36	0	0
2.5	9.5	0.2	0.3	190.1196349	0.116686583	0.146607637	1080	36	0	0
3	7.5	0.8	0.9	190.1347947	0.121674538	0.145610571	1080	36	0	0
8.5	9.5	0.8	0.9	190.1442308	0.117685318	0.1655581	1080	36	0	0
3	6.5	0.8	0.9	190.1592281	0.10771203	0.154587269	1080	36	0	0
5.5	10	0.2	0.3	190.1633701	0.106714964	0.161567926	1080	36	0	0
4	5.5	0.8	0.9	190.1691053	0.116687536	0.161568642	1080	36	0	0
5.5	8.5	0.8	0.9	190.1894224	0.119679928	0.138629198	1080	36	0	0
2.5	4	0.2	0.3	190.1933076	0.119679928	0.150597334	1080	36	0	0
6.5	9	0.2	0.3	190.2039235	0.116687775	0.143615723	1080	36	0	0
6.5	7	0.8	0.9	190.219023	0.11768508	0.151594162	1080	36	0	0
4	4.5	0.2	0.3	190.2401483	0.120676994	0.177524805	1080	36	0	0
3.5	5.5	0.8	0.9	190.2675912	0.11369586	0.167551994	1080	36	0	0
6	9.5	0.8	0.9	190.3026133	0.119679689	0.15757823	1080	36	0	0
7.5	8	0.2	0.3	190.314286	0.113695621	0.155584097	1080	36	0	0
6.5	8.5	0.2	0.3	190.3247514	0.114693403	0.159573555	1080	36	0	0
2.5	7	0.2	0.3	190.3262947	0.112698555	0.170543671	1080	36	0	0
2.5	9.5	0.8	0.9	190.3292277	0.115690947	0.175530434	1080	36	0	0
2.5	4.5	0.2	0.3	190.335542	0.121674776	0.167551756	1080	36	0	0
5.5	8	0.8	0.9	190.3396559	0.117684841	0.151599407	1080	36	0	0
5.5	7.5	0.8	0.9	190.3418918	0.115691662	0.148602486	1080	36	0	0
2.5	8	0.2	0.3	190.3461685	0.119679689	0.142617464	1080	36	0	0
2.5	3	0.8	0.9	190.3524287	0.117685318	0.161568165	1080	36	0	0
4.5	10	0.8	0.9	190.3683889	0.116688251	0.166842699	1080	36	0	0
2.5	7.5	0.8	0.9	190.3713884	0.116687536	0.168548346	1080	36	0	0
7	8.5	0.2	0.3	190.3746858	0.119679928	0.15658164	1080	36	0	0
7	9	0.2	0.3	190.3817852	0.119683266	0.158576012	1080	36	0	0
3	5.5	0.8	0.9	190.3823009	0.116687775	0.166454792	1080	36	0	0
3.5	9.5	0.2	0.3	190.3830287	0.105717182	0.147606134	1080	36	0	0
4	6	0.2	0.3	190.3907945	0.119679451	0.138629198	1080	36	0	0
8	9	0.2	0.3	190.3952448	0.119679451	0.160570621	1080	36	0	0
3.5	9	0.8	0.9	190.3970711	0.119679689	0.155584335	1080	36	0	0
3	5	0.2	0.3	190.4026561	0.120676517	0.157579184	1080	36	0	0
6	8.5	0.8	0.9	190.4043839	0.117685318	0.131646872	1080	36	0	0
5.5	7	0.8	0.9	190.4083619	0.121674538	0.160569668	1080	36	0	0
7	9.5	0.2	0.3	190.4292171	0.11768508	0.152591944	1080	36	0	0
8.5	9.5	0.2	0.3	190.4320548	0.118682384	0.144612789	1080	36	0	0
4	6.5	0.2	0.3	190.4480274	0.117685556	0.150597095	1080	36	0	0
3	9.5	0.2	0.3	190.4713688	0.120676994	0.143614531	1080	36	0	0
2	7.5	0.8	0.9	190.4753587	0.116687536	0.170543432	1080	36	0	0
3	6.5	0.2	0.3	190.4803715	0.117685795	0.167551517	1080	36	0	0
2	10	0.2	0.3	190.5251193	0.10870862	0.159573078	1080	36	0	0
4	7	0.2	0.3	190.5320244	0.121674538	0.140623808	1080	36	0	0
2	2.5	0.3	0.4	190.5511928	0.102734804	0.159573078	1080	36	0	0
2.5	5.5	0.2	0.3	190.5838439	0.119680166	0.154586792	1080	36	0	0
7.5	8	0.8	0.9	190.5904908	0.114693165	0.144612551	1080	36	0	0
3.5	10	0.2	0.3	190.5933096	0.121675014	0.15857482	1080	36	0	0
6	7	0.8	0.9	190.6172454	0.120677471	0.151593685	1080	36	0	0
3	4	0.8	0.9	190.6295357	0.117684603	0.171541214	1080	36	0	0
4	5	0.2	0.3	190.6326673	0.11369586	0.149600029	1080	36	0	0
3	10	0.8	0.9	190.633199	0.112699986	0.179027796	1080	36	0	0
4	4.5	0.8	0.9	190.637038	0.120678186	0.176527739	1080	36	0	0
3	3.5	0.8	0.9	190.6409197	0.119680405	0.159574032	1080	36	0	0
2.5	10	0.2	0.3	190.6590946	0.116687775	0.16057086	1080	36	0	0
6	9	0.8	0.9	190.6804926	0.11369586	0.165557384	1080	36	0	0
6	10	0.2	0.3	190.7330983	0.115198612	0.156581163	1080	36	0	0
4	7.5	0.2	0.3	190.7337031	0.120676994	0.148602724	1080	36	0	0
3.5	9	0.2	0.3	190.7349572	0.120677233	0.143616199	1080	36	0	0
4.5	8.5	0.8	0.9	190.7414138	0.116687775	0.15658164	1080	36	0	0
6	7.5	0.8	0.9	190.7414441	0.119679451	0.159574032	1080	36	0	0
5	7.5	0.2	0.3	190.7673695	0.11569047	0.143615961	1080	36	0	0
2.5	3	0.2	0.3	190.7877641	0.115689993	0.149599791	1080	36	0	0
4	7.5	0.8	0.9	190.7923024	0.116687059	0.175451517	1080	36	0	0
6	10	0.8	0.9	190.8092582	0.120676756	0.159573317	1080	36	0	0
2	10	0.8	0.9	190.8180614	0.114693165	0.147605419	1080	36	0	0
5	8.5	0.8	0.9	190.8202691	0.118682861	0.152591705	1080	36	0	0
7.5	9.5	0.2	0.3	190.8297288	0.116687298	0.156581402	1080	36	0	0
6	7	0.2	0.3	190.8599498	0.116688251	0.145610809	1080	36	0	0
2	8	0.2	0.3	190.8783753	0.116687059	0.154586554	1080	36	0	0
2.5	5	0.8	0.9	190.8792839	0.11768508	0.152591705	1080	36	0	0
5	6	0.8	0.9	190.8811862	0.114692926	0.15857625	1080	36	0	0
5.5	7.5	0.2	0.3	190.8864348	0.118681669	0.144613028	1080	36	0	0
2.5	6	0.2	0.3	190.8898869	0.11768508	0.152592182	1080	36	0	0
4.5	8	0.2	0.3	190.9079914	0.118682384	0.171540976	1080	36	0	0
2.5	6.5	0.2	0.3	190.9200809	0.114693403	0.139626503	1080	36	0	0
3	9	0.8	0.9	190.920609	0.116687298	0.164559364	1080	36	0	0
2	7	0.8	0.9	190.9277751	0.122671604	0.181514025	1080	36	0	0
5	6.5	0.8	0.9	190.9635258	0.112698555	0.145610571	1080	36	0	0
3.5	6.5	0.2	0.3	190.9646232	0.11819005	0.148603201	1080	36	0	0
5	9	0.8	0.9	190.9671116	0.11768508	0.139626503	1080	36	0	0
5	5.5	0.2	0.3	190.9815936	0.116687775	0.15558362	1080	36	0	0
3	5.5	0.2	0.3	190.9823699	0.121674538	0.153589487	1080	36	0	0
3	10	0.2	0.3	190.9906936	0.119679451	0.157578945	1080	36	0	0
6	9	0.2	0.3	191.0016329	0.122672081	0.161567926	1080	36	0	0
2.5	8.5	0.2	0.3	191.0200441	0.11569047	0.153105736	1080	36	0	0
3.5	8	0.8	0.9	191.0202332	0.118683338	0.158575773	1080	36	0	0
3.5	4.5	0.2	0.3	191.0376716	0.120676756	0.144613504	1080	36	0	0
6	9.5	0.2	0.3	191.0429964	0.122671366	0.166554928	1080	36	0	0
2.5	5	0.2	0.3	191.0468292	0.119679689	0.160569906	1080	36	0	0
3.5	7	0.2	0.3	191.0472751	0.119679689	0.153589249	1080	36	0	0
3.5	4	0.3	0.4	191.0483418	0.119680166	0.145610571	1080	36	0	0
3.5	6	0.8	0.9	191.0540674	0.120676994	0.15458703	1080	36	0	0
2.5	5.5	0.8	0.9	191.0551465	0.115665436	0.1765275	1080	36	0	0
2	7.5	0.2	0.3	191.0627887	0.115690231	0.150597811	1080	36	0	0
3.5	6.5	0.8	0.9	191.1098523	0.116688013	0.163563251	1080	36	0	0
3.5	6	0.2	0.3	191.1127851	0.121674776	0.169546366	1080	36	0	0
5.5	6.5	0.8	0.9	191.1296942	0.118682384	0.164563179	1080	36	0	0
3.5	8.5	0.2	0.3	191.1538594	0.114692926	0.154586315	1080	36	0	0
3	4	0.2	0.3	191.1576188	0.115690708	0.155092955	1080	36	0	0
4	8.5	0.8	0.9	191.2157288	0.116687536	0.159573317	1080	36	0	0
4.5	9.5	0.8	0.9	191.2276342	0.119679689	0.179519653	1080	36	0	0
4.5	6	0.3	0.4	191.2511771	0.120676994	0.153589249	1080	36	0	0
7.5	9.5	0.3	0.4	191.2673092	0.119679689	0.158575773	1080	36	0	0
4.5	6.5	0.8	0.9	191.2791662	0.11768508	0.153588772	1080	36	0	0
3.5	7.5	0.2	0.3	191.2842755	0.113695621	0.173535585	1080	36	0	0
4.5	8.5	0.2	0.3	191.2857122	0.116687775	0.158576012	1080	36	0	0
3	9	0.2	0.3	191.2971122	0.11968565	0.158575773	1080	36	0	0
5	8	0.8	0.9	191.3070912	0.112699032	0.174533367	1080	36	0	0
5	5.5	0.8	0.9	191.3214123	0.114692926	0.16456008	1080	36	0	0
5.5	6.5	0.2	0.3	191.3241746	0.123669147	0.170544386	1080	36	0	0
4	8	0.2	0.3	191.3267002	0.116687775	0.154586554	1080	36	0	0
3.5	8	0.2	0.3	191.3406577	0.10408473	0.14512229	1080	36	0	0
7.5	8.5	0.3	0.4	191.3424184	0.107710123	0.181514978	1080	36	0	0
5	9.5	0.8	0.9	191.3430467	0.116687536	0.140623808	1080	36	0	0
7	9	0.3	0.4	191.3507695	0.120677233	0.181514502	1080	36	0	0
4.5	7.5	0.3	0.4	191.3558395	0.119679928	0.156584263	1080	36	0	0
4.5	5	0.8	0.9	191.3671625	0.118682146	0.141621113	1080	36	0	0
5	9	0.2	0.3	191.3815064	0.121182203	0.139626503	1080	36	0	0
5	7	0.8	0.9	191.3828611	0.117685318	0.148602247	1080	36	0	0
5.5	7	0.2	0.3	191.3897374	0.116688251	0.161568165	1080	36	0	0
5	9	0.3	0.4	191.4175003	0.122671843	0.167551994	1080	36	0	0
4.5	10	0.2	0.3	191.4238093	0.122672319	0.149600267	1080	36	0	0
4.5	5.5	0.8	0.9	191.425885	0.11768508	0.160570383	1080	36	0	0
3.5	4.5	0.8	0.9	191.4289274	0.116687536	0.178522825	1080	36	0	0
4.5	9	0.8	0.9	191.4415965	0.119679689	0.168550253	1080	36	0	0
5	6	0.2	0.3	191.4518425	0.117685556	0.169545889	1080	36	0	0
6.5	8.5	0.8	0.9	191.4547298	0.11768508	0.170544147	1080	36	0	0
4.5	7.5	0.8	0.9	191.4787278	0.121674299	0.158575535	1080	36	0	0
5	5.5	0.3	0.4	191.480619	0.121674299	0.150597334	1080	36	0	0
6.5	9	0.3	0.4	191.4838212	0.116687775	0.151594639	1080	36	0	0
3	8	0.8	0.9	191.5033021	0.116688251	0.149600029	1080	36	0	0
4	8	0.8	0.9	191.5049617	0.120677471	0.170543671	1080	36	0	0
6	9.5	0.3	0.4	191.5124936	0.113694668	0.150597811	1080	36	0	0
