Min Plate Aspect Ratio	Max Plate Aspect Ratio	Min Char Aspect Ratio	Max Char Aspect Ratio	Time running	Best Time	Worst Time	Total pictures	Total tracks	Correct Images	Correct tracks
4.5	6	0.6	1	234.6015236	0.1017313	0.189493418	1080	36	0.021296296	0.138888889
2	7.5	0.6	0.9	234.6546609	0.116688013	0.198469639	1080	36	0.021296296	0.138888889
3	8.5	0.6	1	234.759366	0.098735809	0.173542261	1080	36	0.021296296	0.138888889
3.5	8	0.6	1	234.8147726	0.102728844	0.194496155	1080	36	0.021296296	0.138888889
2	10	0.6	1	234.8734243	0.100731134	0.21143508	1080	36	0.021296296	0.138888889
3.5	9.5	0.6	1	234.8818119	0.099732161	0.172540188	1080	36	0.021296296	0.138888889
2	8.5	0.6	0.9	234.9062715	0.11768508	0.17253828	1080	36	0.021296296	0.138888889
2	8	0.6	0.9	234.9116654	0.121675253	0.178522587	1080	36	0.021296296	0.138888889
4	10	0.6	1	234.9358895	0.09275198	0.188495636	1080	36	0.021296296	0.138888889
2.5	7.5	0.6	1	234.988955	0.107711315	0.185510874	1080	36	0.021296296	0.138888889
3.5	7	0.6	1	235.0229485	0.095744371	0.193488598	1080	36	0.021296296	0.138888889
5	9.5	0.6	1	235.0494592	0.102725029	0.179523468	1080	36	0.021296296	0.138888889
2.5	7	0.6	1	235.0586042	0.094749451	0.17753768	1080	36	0.021296296	0.138888889
2	7.5	0.6	1	235.1120458	0.091755629	0.179111719	1080	36	0.021296296	0.138888889
3	6	0.6	1	235.155107	0.100741863	0.191488266	1080	36	0.021296296	0.138888889
2	10	0.6	0.9	235.1644375	0.114692926	0.185504436	1080	36	0.021296296	0.138888889
2	7	0.6	1	235.234709	0.093749762	0.191021919	1080	36	0.021296296	0.138888889
3.5	9	0.6	1	235.2497141	0.104720592	0.206448555	1080	36	0.021296296	0.138888889
3	7	0.6	1	235.2732749	0.099733829	0.163562775	1080	36	0.021296296	0.138888889
4	7	0.6	1	235.2825587	0.106714964	0.178522587	1080	36	0.021296296	0.138888889
3.5	7.5	0.6	1	235.2843881	0.105717182	0.183781624	1080	36	0.021296296	0.138888889
5	7.5	0.6	1	235.3084676	0.099733591	0.197471857	1080	36	0.021296296	0.138888889
3.5	6	0.6	1	235.3412278	0.109063625	0.191459417	1080	36	0.021296296	0.138888889
3	10	0.6	1	235.3507352	0.095747709	0.197617769	1080	36	0.021296296	0.138888889
2	6.5	0.6	1	235.4280841	0.107711077	0.195466042	1080	36	0.021296296	0.138888889
4	8.5	0.6	1	235.4389539	0.100729942	0.199466944	1080	36	0.021296296	0.138888889
3	8	0.6	1	235.4560387	0.103726625	0.173536301	1080	36	0.021296296	0.138888889
3	6.5	0.6	1	235.4571822	0.102729082	0.206448317	1080	36	0.021296296	0.138888889
5	9	0.6	1	235.4598067	0.10472703	0.194486856	1080	36	0.021296296	0.138888889
3.5	10	0.6	1	235.4667199	0.098736525	0.187504292	1080	36	0.021296296	0.138888889
4	7.5	0.6	1	235.4794509	0.104718685	0.18251276	1080	36	0.021296296	0.138888889
4	6	0.6	1	235.4899318	0.104719877	0.168552399	1080	36	0.021296296	0.138888889
4	9.5	0.6	1	235.4916971	0.096740961	0.177525043	1080	36	0.021296296	0.138888889
3	9.5	0.6	1	235.5915999	0.103723526	0.183511019	1080	36	0.021296296	0.138888889
5	10	0.6	1	235.6201968	0.098740339	0.203456163	1080	36	0.021296296	0.138888889
3	9	0.6	1	235.6751552	0.098736048	0.201461315	1080	36	0.021296296	0.138888889
4	6.5	0.6	1	235.7469966	0.100730419	0.200471401	1080	36	0.021296296	0.138888889
2	8.5	0.6	1	235.749866	0.107714415	0.18052578	1080	36	0.021296296	0.138888889
5	8.5	0.6	1	235.757499	0.096749067	0.192488909	1080	36	0.021296296	0.138888889
5	8	0.6	1	235.785069	0.097741365	0.187500715	1080	36	0.021296296	0.138888889
4	9	0.6	1	235.7894914	0.09574461	0.18151474	1080	36	0.021296296	0.138888889
2	9.5	0.6	1	235.861203	0.09773612	0.157688856	1080	36	0.021296296	0.138888889
4	8	0.6	1	235.9024909	0.091084957	0.170544147	1080	36	0.021296296	0.138888889
4.5	10	0.6	1	235.9501028	0.099733114	0.192685604	1080	36	0.021296296	0.138888889
3	7.5	0.6	1	236.0737514	0.095746279	0.183509588	1080	36	0.021296296	0.138888889
4	8.5	0.6	0.9	236.163188	0.119679451	0.265290022	1080	36	0.021296296	0.138888889
2	9	0.6	1	236.2622342	0.101728439	0.165557384	1080	36	0.021296296	0.138888889
2	8	0.6	1	236.5001695	0.103723049	0.183511496	1080	36	0.021296296	0.138888889
4	9	0.6	0.9	236.8567755	0.112698555	0.161568165	1080	36	0.021296296	0.138888889
3.5	8.5	0.6	0.9	236.9771717	0.114693403	0.201461315	1080	36	0.021296296	0.138888889
3	8	0.6	0.9	237.7996495	0.115693092	0.187107801	1080	36	0.021296296	0.138888889
3	7.5	0.6	0.9	238.8777246	0.113695621	0.189496517	1080	36	0.021296296	0.138888889
3	9	0.6	0.9	238.9762461	0.119187832	0.20245862	1080	36	0.021296296	0.138888889
3	6.5	0.6	0.9	239.1261616	0.112698793	0.191833735	1080	36	0.021296296	0.138888889
4	7.5	0.6	0.9	241.6062949	0.118682623	0.188496113	1080	36	0.021296296	0.138888889
3	7	0.6	0.9	242.0282362	0.112698078	0.189492226	1080	36	0.021296296	0.138888889
3	8.5	0.6	0.9	242.1182392	0.108709097	0.178067207	1080	36	0.021296296	0.138888889
4	8	0.6	0.9	243.2595284	0.116688013	0.178522825	1080	36	0.021296296	0.138888889
3.5	9	0.6	0.9	243.8052993	0.117684841	0.17253828	1080	36	0.021296296	0.138888889
5	6	0.6	0.9	244.1518474	0.11569047	0.199465513	1080	36	0.021296296	0.138888889
4	9.5	0.6	0.9	251.4507003	0.11469245	0.191833496	1080	36	0.021296296	0.138888889
4.5	10	0.6	0.9	257.9983084	0.125664473	0.194480181	1080	36	0.021296296	0.138888889
4.5	6	0.6	0.9	262.5134811	0.126221895	0.207461596	1080	36	0.021296296	0.138888889
4.5	9.5	0.6	0.9	262.6830931	0.134639978	0.180517673	1080	36	0.021296296	0.138888889
4	10	0.6	0.9	263.6670337	0.11920023	0.215424776	1080	36	0.021296296	0.138888889
4.5	9	0.6	0.9	275.0272	0.135637045	0.231381178	1080	36	0.021296296	0.138888889
3.5	9.5	0.6	0.9	298.5466692	0.123669863	0.20844698	1080	36	0.021296296	0.138888889
4.5	8.5	0.6	0.9	299.3960421	0.148621321	0.222404957	1080	36	0.021296296	0.138888889
4.5	6.5	0.6	0.9	300.9981747	0.140623808	0.246400356	1080	36	0.021296296	0.138888889
4.5	8	0.6	0.9	303.4803579	0.140624285	0.240356922	1080	36	0.021296296	0.138888889
4.5	7.5	0.6	0.9	303.9387197	0.146130085	0.225396872	1080	36	0.021296296	0.138888889
4.5	7	0.6	0.9	303.9410739	0.141621113	0.2234025	1080	36	0.021296296	0.138888889
3.5	10	0.6	0.9	350.5296354	0.120197058	0.271461487	1080	36	0.021296296	0.138888889
4	6	0.6	0.9	732.0189989	0.139071226	1.535440922	1080	36	0.021296296	0.138888889
4	7	0.6	0.9	746.5122235	0.129671574	0.178522348	1080	36	0.021296296	0.138888889
4	6.5	0.6	0.9	806.7822459	0.13203907	1.997238398	1080	36	0.021296296	0.138888889
2	6.5	0.6	0.8	218.7765238	0.121674538	0.163562298	1080	36	0.017592593	0.111111111
3.5	8	0.6	0.8	219.0163925	0.118682384	0.193481684	1080	36	0.017592593	0.111111111
4	6	0.6	0.8	219.2935262	0.123669147	0.1765275	1080	36	0.017592593	0.111111111
3	9	0.6	0.8	219.3219192	0.120677233	0.167551041	1080	36	0.017592593	0.111111111
4	9.5	0.6	0.8	219.3919635	0.123668909	0.180517197	1080	36	0.017592593	0.111111111
2	6	0.6	0.8	219.3980534	0.119679689	0.198469162	1080	36	0.017592593	0.111111111
2	7	0.6	0.8	219.4771693	0.123669147	0.188496351	1080	36	0.017592593	0.111111111
4	8.5	0.6	0.8	219.6262932	0.11768508	0.179519653	1080	36	0.017592593	0.111111111
2	9.5	0.6	0.8	219.6556554	0.123668909	0.166553974	1080	36	0.017592593	0.111111111
3.5	6	0.6	0.8	219.673223	0.113695621	0.196475029	1080	36	0.017592593	0.111111111
2	9	0.6	0.8	219.6797366	0.123669147	0.163563728	1080	36	0.017592593	0.111111111
2	8.5	0.6	0.8	219.7101095	0.117684841	0.186501026	1080	36	0.017592593	0.111111111
3.5	9.5	0.6	0.8	219.75805	0.124666452	0.18849659	1080	36	0.017592593	0.111111111
4	9	0.6	0.8	219.7674212	0.122669935	0.204453468	1080	36	0.017592593	0.111111111
4.5	7	0.6	0.8	219.8018134	0.119679451	0.178523064	1080	36	0.017592593	0.111111111
2.5	8.5	0.6	0.8	219.8803134	0.120676517	0.196474791	1080	36	0.017592593	0.111111111
2	7.5	0.6	0.8	219.8980963	0.120677471	0.164559603	1080	36	0.017592593	0.111111111
3.5	10	0.6	0.8	220.0436742	0.122671127	0.173535824	1080	36	0.017592593	0.111111111
4	10	0.6	0.8	220.0757034	0.123668194	0.186501026	1080	36	0.017592593	0.111111111
3.5	6.5	0.6	0.8	220.1041384	0.115690708	0.183509111	1080	36	0.017592593	0.111111111
4	7.5	0.6	0.8	220.1353853	0.116687536	0.17553091	1080	36	0.017592593	0.111111111
4	8	0.6	0.8	220.2374475	0.123669147	0.195477486	1080	36	0.017592593	0.111111111
3	10	0.6	0.8	220.367435	0.121674538	0.185504198	1080	36	0.017592593	0.111111111
2.5	6	0.6	0.8	220.4304397	0.122671604	0.191488266	1080	36	0.017592593	0.111111111
2.5	7.5	0.6	0.8	220.4477382	0.116688013	0.185504198	1080	36	0.017592593	0.111111111
2.5	9.5	0.6	0.8	220.4692261	0.121674299	0.196474791	1080	36	0.017592593	0.111111111
2.5	7	0.6	0.8	220.4928913	0.125663519	0.172538519	1080	36	0.017592593	0.111111111
3.5	9	0.6	0.8	220.5353634	0.124666452	0.168549299	1080	36	0.017592593	0.111111111
3.5	7.5	0.6	0.8	220.6230154	0.125664473	0.176527262	1080	36	0.017592593	0.111111111
3	6.5	0.6	0.8	220.7123339	0.124666691	0.188496113	1080	36	0.017592593	0.111111111
2.5	8	0.6	0.8	220.7335382	0.123669147	0.180517673	1080	36	0.017592593	0.111111111
2.5	10	0.6	0.8	220.7568519	0.119680166	0.194479704	1080	36	0.017592593	0.111111111
4	6.5	0.6	0.8	220.8026333	0.121675014	0.182512045	1080	36	0.017592593	0.111111111
2.5	6.5	0.6	0.8	220.8044848	0.12165761	0.190490007	1080	36	0.017592593	0.111111111
3.5	8.5	0.6	0.8	220.8439169	0.117685556	0.163562775	1080	36	0.017592593	0.111111111
3	6	0.6	0.8	220.8559611	0.122671604	0.184506655	1080	36	0.017592593	0.111111111
4.5	7.5	0.6	0.8	220.8880737	0.115689754	0.190491676	1080	36	0.017592593	0.111111111
2.5	9	0.6	0.8	220.9435689	0.12267065	0.196474552	1080	36	0.017592593	0.111111111
3.5	7	0.6	0.8	220.9923899	0.122671604	0.196474075	1080	36	0.017592593	0.111111111
3	7.5	0.6	0.8	221.0443921	0.117685318	0.181515217	1080	36	0.017592593	0.111111111
3	9.5	0.6	0.8	221.0762591	0.117684603	0.164560318	1080	36	0.017592593	0.111111111
4.5	6.5	0.6	0.8	221.0963411	0.118682623	0.199466705	1080	36	0.017592593	0.111111111
4.5	9.5	0.6	0.8	221.1014357	0.120676756	0.165557384	1080	36	0.017592593	0.111111111
4	7	0.6	0.8	221.2764466	0.116687298	0.199466944	1080	36	0.017592593	0.111111111
2	8	0.6	0.8	221.3225949	0.120677233	0.204452991	1080	36	0.017592593	0.111111111
2	10	0.6	0.8	221.4081242	0.12067771	0.181515217	1080	36	0.017592593	0.111111111
3	8.5	0.6	0.8	221.5451906	0.117685318	0.174533606	1080	36	0.017592593	0.111111111
3	8	0.6	0.8	221.6258974	0.121674538	0.164559841	1080	36	0.017592593	0.111111111
3	7	0.6	0.8	221.7390754	0.122671843	0.184506655	1080	36	0.017592593	0.111111111
4.5	8	0.6	0.8	222.023828	0.120676994	0.182512045	1080	36	0.017592593	0.111111111
5	6	0.6	0.8	222.2242479	0.122672081	0.17253828	1080	36	0.017592593	0.111111111
4.5	8.5	0.6	0.8	222.3688574	0.110703468	0.18550396	1080	36	0.017592593	0.111111111
4.5	6	0.6	0.8	222.4877181	0.121673346	0.186500549	1080	36	0.017592593	0.111111111
4.5	10	0.6	0.8	222.7302597	0.121674776	0.186501741	1080	36	0.017592593	0.111111111
5	9	0.6	0.8	222.7971611	0.12865591	0.203455448	1080	36	0.017592593	0.111111111
4.5	9	0.6	0.8	222.8208601	0.116688013	0.193482637	1080	36	0.017592593	0.111111111
5	7.5	0.6	0.8	223.3107126	0.122671604	0.175530434	1080	36	0.017592593	0.111111111
5	7	0.6	0.8	223.5647418	0.124666929	0.205450773	1080	36	0.017592593	0.111111111
5	8.5	0.6	0.8	223.7084768	0.118682623	0.188495874	1080	36	0.017592593	0.111111111
5	10	0.6	0.8	223.7235067	0.117685795	0.203455687	1080	36	0.017592593	0.111111111
5	6.5	0.6	0.8	223.7478001	0.126660585	0.176528692	1080	36	0.017592593	0.111111111
5	8	0.6	0.8	224.0358815	0.124666691	0.191487789	1080	36	0.017592593	0.111111111
5	9.5	0.6	0.8	224.1090143	0.122671843	0.175531149	1080	36	0.017592593	0.111111111
4.5	5	0	0.8	229.5633194	0.083774805	0.185504198	1080	36	0.017592593	0.138888889
4	5	0	0.8	231.0100636	0.083748341	0.185504436	1080	36	0.017592593	0.138888889
3.5	5	0	0.8	232.050889	0.083775997	0.198441029	1080	36	0.017592593	0.138888889
3	5	0	0.8	233.6226342	0.082808495	0.197472095	1080	36	0.017592593	0.138888889
2	5	0	0.8	234.5600383	0.083776236	0.197471142	1080	36	0.017592593	0.138888889
2.5	5	0	0.8	234.6321824	0.082784653	0.197541475	1080	36	0.017592593	0.138888889
4.5	5	0.1	0.8	255.9277291	0.088321447	0.202462912	1080	36	0.017592593	0.138888889
3.5	5	0.1	0.8	257.1729441	0.09576869	0.199464798	1080	36	0.017592593	0.138888889
4	5	0.1	0.8	257.5048535	0.094747543	0.195476055	1080	36	0.017592593	0.138888889
3	5	0.1	0.8	257.5191147	0.091906309	0.182512283	1080	36	0.017592593	0.138888889
3.5	5	0.1	0.9	264.958461	0.086767912	0.194480419	1080	36	0.017592593	0.138888889
4	5	0.1	0.9	265.2515154	0.087305784	0.192050457	1080	36	0.017592593	0.138888889
2.5	5	0.1	0.9	266.3588126	0.087033272	0.181144953	1080	36	0.017592593	0.138888889
3	5	0.1	0.9	266.7340624	0.087766171	0.187473774	1080	36	0.017592593	0.138888889
4.5	5	0.1	0.9	268.2843592	0.088761091	0.187601566	1080	36	0.017592593	0.138888889
2.5	5	0.1	0.8	284.9860637	0.092756271	0.181514263	1080	36	0.017592593	0.138888889
2	5	0.1	0.8	285.8367813	0.090988159	0.201464653	1080	36	0.017592593	0.138888889
4.5	5	0.1	1	288.5791178	0.091259718	0.21099472	1080	36	0.017592593	0.138888889
4	5	0.1	1	289.685575	0.091777325	0.211435556	1080	36	0.017592593	0.138888889
3.5	5	0.1	1	290.3891132	0.089759588	0.21296978	1080	36	0.017592593	0.138888889
2	5	0.1	1	290.8260956	0.090313673	0.210437536	1080	36	0.017592593	0.138888889
3	5	0.1	1	290.8847876	0.091754913	0.211456537	1080	36	0.017592593	0.138888889
2.5	5	0.1	1	291.4003906	0.090734959	0.211028814	1080	36	0.017592593	0.138888889
2	5	0.1	0.9	292.5777724	0.088877678	0.247343779	1080	36	0.017592593	0.138888889
4.5	5	0.1	1	429.8905931	0.095742226	0.3411057	1080	36	0.017592593	0.138888889
4.5	5	0	0.9	565.1859038	0.16156745	0.438333988	1080	36	0.017592593	0.138888889
4	5	0	0.9	567.5601754	0.165557623	0.430847883	1080	36	0.017592593	0.138888889
3.5	5	0	0.9	569.1808636	0.156580448	0.461765051	1080	36	0.017592593	0.138888889
3	5	0	0.9	573.6670411	0.163562536	0.475728035	1080	36	0.017592593	0.138888889
2.5	5	0	0.9	577.1475706	0.162565231	0.442815781	1080	36	0.017592593	0.138888889
2	5	0	0.9	579.2831151	0.164559603	0.44879961	1080	36	0.017592593	0.138888889
6	10	0.2	1	282.2096946	0.091753483	0.205841541	1080	36	0.016666667	0.138888889
6	8	0.2	1	278.7655904	0.089761257	0.206479311	1080	36	0.015740741	0.138888889
6	8.5	0.2	1	279.0603573	0.087774992	0.203444481	1080	36	0.015740741	0.138888889
6	9	0.2	1	279.2022259	0.088761091	0.198041677	1080	36	0.015740741	0.138888889
6	9.5	0.2	1	280.8723965	0.089758396	0.200463772	1080	36	0.015740741	0.138888889
6	7	0.2	1	277.0468223	0.089813948	0.192484617	1080	36	0.014814815	0.138888889
6	7.5	0.2	1	278.072648	0.089756489	0.189905882	1080	36	0.014814815	0.138888889
6	8.5	0.1	1	459.3533943	0.11669302	0.304749012	1080	36	0.014814815	0.138888889
6	7	0.1	1	466.5417073	0.111700535	0.318210125	1080	36	0.014814815	0.138888889
6	7.5	0.1	1	471.7918217	0.103725195	0.359122276	1080	36	0.014814815	0.138888889
6	8	0.1	1	473.2831016	0.129653692	0.374985218	1080	36	0.014814815	0.138888889
6	9.5	0.1	1	473.3218527	0.116690159	0.331912518	1080	36	0.014814815	0.138888889
6	10	0.1	1	475.2795007	0.118560791	0.304891586	1080	36	0.014814815	0.138888889
6	9	0.1	1	475.3593736	0.121700764	0.384000778	1080	36	0.014814815	0.138888889
6	7.5	0.3	0.9	254.8396516	0.095715761	0.178550959	1080	36	0.013888889	0.138888889
6	8	0.3	0.9	255.0935535	0.096742392	0.167558908	1080	36	0.013888889	0.138888889
6	8.5	0.3	0.9	255.2123272	0.094749212	0.181524992	1080	36	0.013888889	0.138888889
6	9.5	0.3	0.9	255.3272922	0.094746351	0.168632269	1080	36	0.013888889	0.138888889
6	10	0.3	0.9	255.6345229	0.091754198	0.208455563	1080	36	0.013888889	0.138888889
6	9	0.3	0.9	255.674639	0.092751265	0.179519176	1080	36	0.013888889	0.138888889
6	7	0.2	0.9	257.1007788	0.09075737	0.193528652	1080	36	0.013888889	0.111111111
6	7.5	0.2	0.9	257.9511313	0.086885452	0.199494362	1080	36	0.013888889	0.111111111
6	8.5	0.2	0.9	258.5320368	0.091754436	0.18178916	1080	36	0.013888889	0.111111111
6	9	0.2	0.9	258.7530365	0.088815928	0.182543993	1080	36	0.013888889	0.111111111
6	8	0.2	0.9	258.9293191	0.08876276	0.178062677	1080	36	0.013888889	0.111111111
6	9.5	0.2	0.9	259.7553065	0.085820198	0.175534248	1080	36	0.013888889	0.111111111
6	10	0.2	0.9	260.2887769	0.090784788	0.189492702	1080	36	0.013888889	0.111111111
6	7	0.1	0.9	266.7709603	0.088885546	0.186522484	1080	36	0.013888889	0.111111111
6	7.5	0.1	0.9	267.1710343	0.090758562	0.187498808	1080	36	0.013888889	0.111111111
6	8	0.1	0.9	267.6938183	0.087765217	0.230266333	1080	36	0.013888889	0.111111111
6	9	0.1	0.9	268.6627779	0.090265036	0.201554537	1080	36	0.013888889	0.111111111
6	8.5	0.1	0.9	269.0131588	0.087764978	0.221382618	1080	36	0.013888889	0.111111111
6	9.5	0.1	0.9	269.3140275	0.088733912	0.212870598	1080	36	0.013888889	0.111111111
6	8	0.3	1	269.6171858	0.091754436	0.188528776	1080	36	0.013888889	0.138888889
6	7.5	0.3	1	269.7905023	0.088270187	0.173556328	1080	36	0.013888889	0.138888889
6	8.5	0.3	1	270.1394401	0.09175539	0.20248723	1080	36	0.013888889	0.138888889
6	9	0.3	1	270.5437961	0.089763403	0.175548315	1080	36	0.013888889	0.138888889
6	10	0.3	1	270.8464818	0.09075737	0.182547808	1080	36	0.013888889	0.138888889
6	9.5	0.3	1	270.9750774	0.087764502	0.199759483	1080	36	0.013888889	0.138888889
6	10	0.1	0.9	271.2904422	0.088237047	0.206425905	1080	36	0.013888889	0.111111111
6	7	0	0.9	514.8718605	0.148606777	0.388963461	1080	36	0.013888889	0.111111111
6	7.5	0	0.9	517.1726913	0.145611048	0.358042479	1080	36	0.013888889	0.111111111
6	8	0	0.9	519.0779858	0.138629436	0.389885426	1080	36	0.013888889	0.111111111
6	8.5	0	0.9	520.2733896	0.142618418	0.407912016	1080	36	0.013888889	0.111111111
6	9	0	0.9	521.2324076	0.151594639	0.41289854	1080	36	0.013888889	0.111111111
6	9.5	0	0.9	524.7870271	0.14960289	0.487696409	1080	36	0.013888889	0.111111111
6	10	0	0.9	526.8816738	0.150597334	0.444810152	1080	36	0.013888889	0.111111111
5.5	8	0.6	0.9	216.7139754	0.108709812	0.1515975	1080	36	0.012962963	0.138888889
5.5	7	0.6	0.9	217.091475	0.108709574	0.178525925	1080	36	0.012962963	0.138888889
5.5	8.5	0.6	0.9	217.101403	0.112698555	0.187055826	1080	36	0.012962963	0.138888889
5.5	6	0.6	0.9	217.3523376	0.113699913	0.16424346	1080	36	0.012962963	0.138888889
5.5	10	0.6	0.9	218.0597134	0.101727009	0.162570715	1080	36	0.012962963	0.138888889
5.5	7.5	0.6	0.9	218.0865195	0.107713461	0.157578468	1080	36	0.012962963	0.138888889
5.5	6.5	0.6	0.9	218.2191083	0.113695621	0.153938532	1080	36	0.012962963	0.138888889
5.5	9.5	0.6	0.9	218.3259547	0.100729704	0.171541452	1080	36	0.012962963	0.138888889
5.5	9	0.6	0.9	218.3394055	0.110794544	0.171541214	1080	36	0.012962963	0.138888889
5.5	10	0.6	1	231.1274934	0.093748093	0.192917109	1080	36	0.012962963	0.138888889
5.5	9	0.6	1	231.4393165	0.103723049	0.174067259	1080	36	0.012962963	0.138888889
5.5	9.5	0.6	1	231.5240743	0.099733353	0.202457666	1080	36	0.012962963	0.138888889
5.5	8.5	0.6	1	231.8887751	0.105718136	0.172538519	1080	36	0.012962963	0.138888889
5.5	8	0.6	1	231.9099035	0.092755079	0.193484545	1080	36	0.012962963	0.138888889
5.5	6.5	0.6	1	234.6416936	0.098736763	0.182515621	1080	36	0.012962963	0.138888889
5.5	6	0.6	1	234.9766603	0.090757847	0.203895569	1080	36	0.012962963	0.138888889
5.5	7.5	0.6	1	235.438859	0.094751358	0.189491749	1080	36	0.012962963	0.138888889
5.5	7	0.6	1	236.0593152	0.107713938	0.196479082	1080	36	0.012962963	0.138888889
4	5	0.2	0.8	245.975059	0.094752073	0.169736624	1080	36	0.012962963	0.138888889
4.5	5	0.2	0.8	246.2504857	0.093748569	0.204822302	1080	36	0.012962963	0.138888889
3.5	5	0.2	0.8	248.067179	0.089760542	0.195990801	1080	36	0.012962963	0.138888889
4.5	5	0.2	0.9	257.9005244	0.087763548	0.201940298	1080	36	0.012962963	0.138888889
3.5	5	0.2	0.9	258.0613031	0.087768078	0.193989515	1080	36	0.012962963	0.138888889
4	5	0.2	0.9	258.2853682	0.090800285	0.172570467	1080	36	0.012962963	0.138888889
3	5	0.2	0.9	258.3711452	0.088764191	0.185963869	1080	36	0.012962963	0.138888889
3	5	0.2	0.8	266.8061395	0.097740412	0.213429451	1080	36	0.012962963	0.138888889
2.5	5	0.2	0.8	268.9803779	0.094749212	0.19846797	1080	36	0.012962963	0.138888889
2	5	0.2	0.8	272.3405833	0.098735332	0.195477486	1080	36	0.012962963	0.138888889
4	5	0.2	1	274.5776551	0.090747356	0.19716835	1080	36	0.012962963	0.138888889
3.5	5	0.2	1	275.1911328	0.092124462	0.209439278	1080	36	0.012962963	0.138888889
6	6.5	0.2	1	276.4704177	0.08977747	0.211526155	1080	36	0.012962963	0.138888889
3	5	0.2	1	276.4773264	0.087274313	0.201023579	1080	36	0.012962963	0.138888889
2	5	0.2	0.9	282.4521477	0.093152523	0.189571619	1080	36	0.012962963	0.138888889
4.5	5	0.2	1	283.3134947	0.095744133	0.206447363	1080	36	0.012962963	0.138888889
2.5	5	0.2	0.9	283.3803771	0.095744133	0.204487562	1080	36	0.012962963	0.138888889
2	5	0.2	1	299.5483551	0.087766647	0.207388639	1080	36	0.012962963	0.138888889
2.5	5	0.2	1	301.615391	0.093994856	0.229445934	1080	36	0.012962963	0.138888889
6	6.5	0.1	1	462.6375647	0.114694357	0.377034664	1080	36	0.012962963	0.138888889
4.5	5	0.2	0.7	228.8250916	0.093751669	0.178522587	1080	36	0.012037037	0.138888889
3.5	5	0.2	0.7	229.7134964	0.096741199	0.179524183	1080	36	0.012037037	0.138888889
4	5	0.2	0.7	229.749893	0.081781864	0.164550781	1080	36	0.012037037	0.138888889
3	5	0.2	0.7	231.9852171	0.100733042	0.193485022	1080	36	0.012037037	0.138888889
6	7	0.3	0.9	254.136457	0.091754436	0.187499285	1080	36	0.012037037	0.111111111
6	6.5	0.2	0.9	257.3905797	0.092780352	0.189499378	1080	36	0.012037037	0.111111111
2	5	0.2	0.7	258.3588674	0.099736691	0.186515808	1080	36	0.012037037	0.138888889
2.5	5	0.2	0.7	258.7480414	0.099733353	0.201461554	1080	36	0.012037037	0.138888889
6	6.5	0.1	0.9	266.0417325	0.087742329	0.193387032	1080	36	0.012037037	0.111111111
6	7	0.3	1	268.4995494	0.089789629	0.194584846	1080	36	0.012037037	0.111111111
6	6.5	0	0.9	514.0453367	0.144613028	0.403919458	1080	36	0.012037037	0.111111111
5.5	9	0.6	0.8	222.0962193	0.125663996	0.172538996	1080	36	0.010185185	0.083333333
5.5	8	0.6	0.8	222.1975939	0.122671604	0.194480181	1080	36	0.010185185	0.083333333
5.5	7.5	0.6	0.8	222.8413265	0.118682861	0.192485571	1080	36	0.010185185	0.083333333
5.5	7	0.6	0.8	222.8725438	0.122672081	0.166554451	1080	36	0.010185185	0.083333333
5.5	9.5	0.6	0.8	222.9394975	0.123668671	0.180517197	1080	36	0.010185185	0.083333333
5.5	6	0.6	0.8	223.0541313	0.119679451	0.191488504	1080	36	0.010185185	0.083333333
5.5	8.5	0.6	0.8	223.116317	0.120677233	0.205450535	1080	36	0.010185185	0.083333333
5.5	6.5	0.6	0.8	223.1814129	0.120676994	0.188358068	1080	36	0.010185185	0.083333333
5.5	10	0.6	0.8	223.9541414	0.121674538	0.182512283	1080	36	0.010185185	0.083333333
6	8	0	0.8	228.1371243	-2.614107132	0.188526869	1080	36	0.010185185	0.083333333
6	7	0	0.8	229.4191906	0.083769798	0.188497782	1080	36	0.010185185	0.083333333
6	7.5	0	0.8	229.7672596	0.084336758	0.18852973	1080	36	0.010185185	0.083333333
6	8.5	0	0.8	231.0588772	0.083774805	0.188529491	1080	36	0.010185185	0.083333333
2	5.5	0.6	0.9	231.7111847	0.097738981	0.193482876	1080	36	0.010185185	0.111111111
3.5	5.5	0.6	0.9	231.9521365	0.111707211	0.180025339	1080	36	0.010185185	0.111111111
6	9	0	0.8	232.1152453	0.082784653	0.189520359	1080	36	0.010185185	0.083333333
3	5.5	0.6	0.9	232.373805	0.110700846	0.189493418	1080	36	0.010185185	0.111111111
6	10	0	0.8	232.5185704	0.083753109	0.210849285	1080	36	0.010185185	0.083333333
2.5	5.5	0.6	1	233.4645352	0.101731062	0.157585382	1080	36	0.010185185	0.111111111
5	5.5	0.6	1	233.4741309	0.104719639	0.161573648	1080	36	0.010185185	0.111111111
2.5	5.5	0.6	0.9	233.6896112	0.115689039	0.189499617	1080	36	0.010185185	0.111111111
3.5	5.5	0.6	1	233.7548759	0.099733114	0.162564278	1080	36	0.010185185	0.111111111
2	5.5	0.6	1	233.9067614	0.104722738	0.184513092	1080	36	0.010185185	0.111111111
3	5.5	0.6	1	234.6029165	0.1047194	0.177528381	1080	36	0.010185185	0.111111111
4.5	5.5	0.6	1	234.6545033	0.099736214	0.18950367	1080	36	0.010185185	0.111111111
6	9.5	0	0.8	234.6848295	0.083771229	0.209902048	1080	36	0.010185185	0.083333333
